PIN;cagsbcid_m;Name;Vorname;Straße;Hausnr;PLZ;Ort;Vertragsbeginn;Vertragsende;Vertragsstatus;Vertragsstatus Bez;Vertragsnummer;Vertragsgegenstand;Vertrag verlängern um;Vertrag Kündigungsfrist;VP eMail
1000000726;W;Meißner;Alfred;Sophie-Charlotten-Straße;30;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44939;abcWasser Ravensburg;K;;Alfred.Meißner@test.de
1000000726;W;Meißner;Alfred;Sophie-Charlotten-Straße;30;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44941;abcWasser Ravensburg;K;;Alfred.Meißner@test.de
1000000726;W;Meißner;Alfred;Sophie-Charlotten-Straße;3;52062;Aachen;01.01.2008 00:00;25.01.2022 00:00;99;Vertrag ist endabgerechnet;44943;abcWasser Ravensburg;K;;Alfred.Meißner@test.de
1000000726;W;Meißner;Alfred;Sophie-Charlotten-Straße;3;52062;Aachen;01.01.2008 00:00;25.01.2022 00:00;99;Vertrag ist endabgerechnet;44943;abcWasser Ravensburg;K;;Alfred.Meißner@test.de
1000000809;AW;Großmann;Clara;Annaburger Straße;9;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;47005;Abwasser Ravensburg;K;;Clara.Großmann@test.de
1000000809;AW;Großmann;Clara;Annaburger Straße;9;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;47005;Abwasser Ravensburg;K;;Clara.Großmann@test.de
1000000809;W;Großmann;Clara;Annaburger Straße;9;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;47004;abcWasser Ravensburg;K;;Clara.Großmann@test.de
1000000809;W;Großmann;Clara;Annaburger Straße;9;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;47004;abcWasser Ravensburg;K;;Clara.Großmann@test.de
1000000762;AW;Renner;Helene;Sperlingsweg;128;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42936;Abwasser Ravensburg;K;;Helene.Renner@test.de
1000000762;AW;Renner;Helene;Sperlingsweg;128;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42936;Abwasser Ravensburg;K;;Helene.Renner@test.de
1000000762;AW;Renner;Helene;Sperlingsweg;128;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42936;Abwasser Ravensburg;K;;Helene.Renner@test.de
1000000762;W;Renner;Helene;Sperlingsweg;128;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42935;abcWasser Ravensburg;K;;Helene.Renner@test.de
1000000762;W;Renner;Helene;Sperlingsweg;128;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42935;abcWasser Ravensburg;K;;Helene.Renner@test.de
1000000762;W;Renner;Helene;Sperlingsweg;128;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42935;abcWasser Ravensburg;K;;Helene.Renner@test.de
1000000787;AW;Berndt;Marta;Spitzwegstraße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52672;Abwasser Ravensburg;K;;Marta.Berndt@test.de
1000000787;AW;Berndt;Marta;Spitzwegstraße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52672;Abwasser Ravensburg;K;;Marta.Berndt@test.de
1000000787;AW;Berndt;Marta;Spitzwegstraße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52674;Abwasser Ravensburg;K;;Marta.Berndt@test.de
1000000787;AW;Berndt;Marta;Spitzwegstraße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52674;Abwasser Ravensburg;K;;Marta.Berndt@test.de
1000000787;W;Berndt;Marta;Spitzwegstraße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52671;abcWasser Ravensburg;K;;Marta.Berndt@test.de
1000000787;W;Berndt;Marta;Spitzwegstraße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52671;abcWasser Ravensburg;K;;Marta.Berndt@test.de
1000000787;W;Berndt;Marta;Spitzwegstraße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52673;abcWasser Ravensburg;K;;Marta.Berndt@test.de
1000000787;W;Berndt;Marta;Spitzwegstraße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52673;abcWasser Ravensburg;K;;Marta.Berndt@test.de
1000000844;AW;Hess;Ida;Apostel-Paulus-Straße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44341;Abwasser Ravensburg;K;;Ida.Hess@test.de
1000000844;AW;Hess;Ida;Apostel-Paulus-Straße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44341;Abwasser Ravensburg;K;;Ida.Hess@test.de
1000000844;W;Hess;Ida;Apostel-Paulus-Straße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44340;abcWasser Ravensburg;K;;Ida.Hess@test.de
1000000844;W;Hess;Ida;Apostel-Paulus-Straße;6;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;44340;abcWasser Ravensburg;K;;Ida.Hess@test.de
1000000862;AW;Janßen;Marta;Argonnenweg;140;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42834;Abwasser Ravensburg;K;;Marta.Janßen@test.de
1000000862;AW;Janßen;Marta;Argonnenweg;140;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42834;Abwasser Ravensburg;K;;Marta.Janßen@test.de
1000000862;G;Janßen;Marta;Argonnenweg;140;52062;Aachen;02.02.2019 00:00;21.02.2019 00:00;99;Vertrag ist endabgerechnet;67759;abcErdgas Komfort (Grundvers.);1T;;Marta.Janßen@test.de
1000000862;W;Janßen;Marta;Argonnenweg;140;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42833;abcWasser Ravensburg;K;;Marta.Janßen@test.de
1000000862;W;Janßen;Marta;Argonnenweg;140;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;42833;abcWasser Ravensburg;K;;Marta.Janßen@test.de
1000000889;AW;Feldmann;Elisabeth;Arnsberger Straße;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;35173;Abwasser Ravensburg;K;;Elisabeth.Feldmann@test.de
1000000889;AW;Feldmann;Elisabeth;Arnsberger Straße;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;35173;Abwasser Ravensburg;K;;Elisabeth.Feldmann@test.de
1000000889;G;Feldmann;Elisabeth;Arnsberger Straße;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;1777;abcErdgas fix;12M;6W;Elisabeth.Feldmann@test.de
1000000889;G;Feldmann;Elisabeth;Arnsberger Straße;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;1777;abcErdgas fix;12M;6W;Elisabeth.Feldmann@test.de
1000000889;S;Feldmann;Elisabeth;Arnsberger Straße;;52062;Aachen;01.10.2011 00:00;;0;Vertrag ist aktiv;17606;abcNaturstrom Haushalt ET Fix;12M;6W;Elisabeth.Feldmann@test.de
1000000889;W;Feldmann;Elisabeth;Arnsberger Straße;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;35172;abcWasser Ravensburg;K;;Elisabeth.Feldmann@test.de
1000000889;W;Feldmann;Elisabeth;Arnsberger Straße;;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;35172;abcWasser Ravensburg;K;;Elisabeth.Feldmann@test.de
1000000892;AW;Rupp;Emma;Arnswalder Platz;20;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;47578;Abwasser Ravensburg;K;;Emma.Rupp@test.de
1000000892;AW;Rupp;Emma;Arnswalder Platz;20;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;47578;Abwasser Ravensburg;K;;Emma.Rupp@test.de
1000000892;W;Rupp;Emma;Arnswalder Platz;20;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;47577;abcWasser Ravensburg;K;;Emma.Rupp@test.de
1000000892;W;Rupp;Emma;Arnswalder Platz;20;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;47577;abcWasser Ravensburg;K;;Emma.Rupp@test.de
1000000893;AW;Geißler;Erich;Arnulfstraße;1;52062;Aachen;17.09.2008 00:00;;0;Vertrag ist aktiv;56173;Abwasser Ravensburg;K;;Erich.Geißler@test.de
1000000893;AW;Geißler;Erich;Arnulfstraße;1;52062;Aachen;17.09.2008 00:00;;0;Vertrag ist aktiv;56173;Abwasser Ravensburg;K;;Erich.Geißler@test.de
1000000893;GW;Geißler;Erich;Arnulfstraße;1;52062;Aachen;17.09.2008 00:00;;0;Vertrag ist aktiv;56174;Abwasser RV genehmigte Unterzähler;K;;Erich.Geißler@test.de
1000000914;G;Voss;Herbert;Sterntalerstraße;42;52062;Aachen;01.01.2008 00:00;30.08.2022 00:00;99;Vertrag ist endabgerechnet;728;abcErdgas fix;12M;6W;Herbert.Voss@test.de
1000000914;G;Voss;Herbert;Sterntalerstraße;42;52062;Aachen;01.01.2008 00:00;30.08.2022 00:00;99;Vertrag ist endabgerechnet;728;abcErdgas fix;12M;6W;Herbert.Voss@test.de
1000000927;AW;Bertram;Käte;Stillachzeile;23;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55032;Abwasser Ravensburg;K;;Käte.Bertram@test.de
1000000927;AW;Bertram;Käte;Stillachzeile;23;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55032;Abwasser Ravensburg;K;;Käte.Bertram@test.de
1000000927;G;Bertram;Käte;Stillachzeile;23;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;11511;abcErdgas fix Vorteil Kombi;12M;6W;Käte.Bertram@test.de
1000000927;G;Bertram;Käte;Stillachzeile;23;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;11511;abcErdgas fix Vorteil Kombi;12M;6W;Käte.Bertram@test.de
1000000927;W;Bertram;Käte;Stillachzeile;23;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55031;abcWasser Ravensburg Kombi;K;;Käte.Bertram@test.de
1000000927;W;Bertram;Käte;Stillachzeile;23;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;55031;abcWasser Ravensburg Kombi;K;;Käte.Bertram@test.de
1000000929;AW;Rapp;Kurt;Stillerzeile;13;52062;Aachen;01.01.2008 00:00;23.10.2019 00:00;99;Vertrag ist endabgerechnet;37507;Abwasser Ravensburg;K;;Kurt.Rapp@test.de
1000000929;AW;Rapp;Kurt;Stillerzeile;13;52062;Aachen;01.01.2008 00:00;23.10.2019 00:00;99;Vertrag ist endabgerechnet;37507;Abwasser Ravensburg;K;;Kurt.Rapp@test.de
1000000929;W;Rapp;Kurt;Stillerzeile;13;52062;Aachen;01.01.2008 00:00;23.10.2019 00:00;99;Vertrag ist endabgerechnet;37506;abcWasser Ravensburg;K;;Kurt.Rapp@test.de
1000000929;W;Rapp;Kurt;Stillerzeile;13;52062;Aachen;01.01.2008 00:00;23.10.2019 00:00;99;Vertrag ist endabgerechnet;37506;abcWasser Ravensburg;K;;Kurt.Rapp@test.de
1000000964;S;Scheffler;Elisabeth;Aumühler Straße;15;52062;Aachen;01.01.2018 00:00;27.08.2020 00:00;99;Vertrag ist endabgerechnet;30940;abcNaturstrom Haushalt ET Fix;12M;6W;Elisabeth.Scheffler@test.de
1000000979;AW;Dorn;Gertrud;Machonstraße;66;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;46999;Abwasser Ravensburg;K;;Gertrud.Dorn@test.de
1000000979;AW;Dorn;Gertrud;Machonstraße;66;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;46999;Abwasser Ravensburg;K;;Gertrud.Dorn@test.de
1000000979;G;Dorn;Gertrud;Machonstraße;66;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;7532;abcBiogas Kombi;12M;6W;Gertrud.Dorn@test.de
1000000979;S;Dorn;Gertrud;Machonstraße;66;52062;Aachen;01.07.2009 00:00;;0;Vertrag ist aktiv;13540;abcNaturstrom Haushalt ET Fix Kombi;12M;6W;Gertrud.Dorn@test.de
1000000979;S;Dorn;Gertrud;Machonstraße;66;52062;Aachen;22.01.2020 00:00;22.01.2020 00:00;99;Vertrag ist endabgerechnet;77225;Förderung von Haushaltsgeräte mit 200 kWh Strom;K;;Gertrud.Dorn@test.de
1000000979;W;Dorn;Gertrud;Machonstraße;66;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;46998;abcWasser Ravensburg Kombi;K;;Gertrud.Dorn@test.de
1000000979;W;Dorn;Gertrud;Machonstraße;66;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;46998;abcWasser Ravensburg Kombi;K;;Gertrud.Dorn@test.de
1000000985;G;Engels;Heinz;Stresowstraße;9;52062;Aachen;30.08.2017 00:00;02.06.2020 00:00;99;Vertrag ist endabgerechnet;12126;abcErdgas Komfort (Grundvers.);1T;14T;Heinz.Engels@test.de
1000000985;G;Engels;Heinz;Stresowstraße;9;52062;Aachen;30.08.2017 00:00;02.06.2020 00:00;99;Vertrag ist endabgerechnet;12126;abcErdgas Komfort (Grundvers.);1T;14T;Heinz.Engels@test.de
1000000987;AW;Reimer;Helene;Striegauer Straße;;52062;Aachen;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;49261;Abwasser Ravensburg;K;;Helene.Reimer@test.de
1000000987;AW;Reimer;Helene;Striegauer Straße;;52062;Aachen;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;49261;Abwasser Ravensburg;K;;Helene.Reimer@test.de
1000000987;G;Reimer;Helene;Striegauer Straße;;52062;Aachen;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;8622;Gas Mitarbeitertarif;K;;Helene.Reimer@test.de
1000000987;G;Reimer;Helene;Striegauer Straße;;52062;Aachen;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;8622;Gas Mitarbeitertarif;K;;Helene.Reimer@test.de
1000000987;S;Reimer;Helene;Striegauer Straße;;52062;Aachen;01.06.2010 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;15506;Mitarbeiter Eintarif;12M;6W;Helene.Reimer@test.de
1000000987;S;Reimer;Helene;Striegauer Straße;;52062;Aachen;01.06.2010 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;15506;Mitarbeiter Eintarif;12M;6W;Helene.Reimer@test.de
1000000987;W;Reimer;Helene;Striegauer Straße;;52062;Aachen;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;49260;Wasser Mitarbeitertarif;K;;Helene.Reimer@test.de
1000000987;W;Reimer;Helene;Striegauer Straße;;52062;Aachen;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;49260;Wasser Mitarbeitertarif;K;;Helene.Reimer@test.de
1000001003;G;Gebauer;Klaus ;Aalesunder Straße;59;52062;Aachen;09.09.2011 00:00;;0;Vertrag ist aktiv;17957;abcErdgas Komfort (Grundvers.);1T;14T;Klaus .Gebauer@test.de
1000001003;G;Gebauer;Klaus ;Aalesunder Straße;59;52062;Aachen;09.09.2011 00:00;;0;Vertrag ist aktiv;17957;abcErdgas Komfort (Grundvers.);1T;14T;Klaus .Gebauer@test.de
1000001008;S;Schuler;Margarethe;Abajstraße;30;52062;Aachen;01.01.2014 00:00;;0;Vertrag ist aktiv;21560;abcNaturstrom Haushalt ET Fix;12M;6W;Margarethe.Schuler@test.de
1000001008;S;Schuler;Margarethe;Abajstraße;30;52062;Aachen;01.01.2014 00:00;;0;Vertrag ist aktiv;21560;abcNaturstrom Haushalt ET Fix;12M;6W;Margarethe.Schuler@test.de
1000001062;AW;Finke;Helene;Agathe-Lasch-Platz;5;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;40952;Abwasser Ravensburg;K;;Helene.Finke@test.de
1000001062;W;Finke;Helene;Agathe-Lasch-Platz;5;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;40951;abcWasser Ravensburg;K;;Helene.Finke@test.de
1000001070;AW;Volk;Ilse;Agricolastraße;7;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52503;Abwasser Ravensburg;K;;Ilse.Volk@test.de
1000001070;AW;Volk;Ilse;Agricolastraße;7;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52503;Abwasser Ravensburg;K;;Ilse.Volk@test.de
1000001070;W;Volk;Ilse;Agricolastraße;7;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52502;abcWasser Ravensburg;K;;Ilse.Volk@test.de
1000001070;W;Volk;Ilse;Agricolastraße;7;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;52502;abcWasser Ravensburg;K;;Ilse.Volk@test.de
1000001081;AW;Schütt;Louise;Ahrenshooper Straße;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43558;Abwasser Ravensburg;K;;Louise.Schütt@test.de
1000001081;G;Schütt;Louise;Ahrenshooper Straße;14;52062;Aachen;01.10.2021 00:00;;0;Vertrag ist aktiv;96175;abcErdgas Komfort (Grundvers.);1T;;Louise.Schütt@test.de
1000001081;G;Schütt;Louise;Ahrenshooper Straße;14;52062;Aachen;01.10.2021 00:00;;0;Vertrag ist aktiv;96175;abcErdgas Komfort (Grundvers.);1T;;Louise.Schütt@test.de
1000001081;W;Schütt;Louise;Ahrenshooper Straße;14;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;43557;abcWasser Ravensburg;K;;Louise.Schütt@test.de
1000001085;AW;Schaefer;Maria;Sarner Weg;15;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;38793;Abwasser Ravensburg;K;;Maria.Schaefer@test.de
1000001085;AW;Schaefer;Maria;Sarner Weg;15;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;38793;Abwasser Ravensburg;K;;Maria.Schaefer@test.de
1000001085;G;Schaefer;Maria;Sarner Weg;15;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;3605;abcErdgas fix;12M;6W;Maria.Schaefer@test.de
1000001085;G;Schaefer;Maria;Sarner Weg;15;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;3605;abcErdgas fix;12M;6W;Maria.Schaefer@test.de
1000001085;W;Schaefer;Maria;Sarner Weg;15;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;38792;abcWasser Ravensburg;K;;Maria.Schaefer@test.de
1000001085;W;Schaefer;Maria;Sarner Weg;15;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;38792;abcWasser Ravensburg;K;;Maria.Schaefer@test.de
1000001088;AW;Fritzsche;Max;Akazienallee;17;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39850;Abwasser Ravensburg;K;;Max.Fritzsche@test.de
1000001088;W;Fritzsche;Max;Akazienallee;17;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;39849;abcWasser Ravensburg;K;;Max.Fritzsche@test.de
1000001089;AW;Kilian;Otto;Akazienhof;20;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;51308;Abwasser Ravensburg;K;;Otto.Kilian@test.de
1000001089;AW;Kilian;Otto;Akazienhof;20;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;51308;Abwasser Ravensburg;K;;Otto.Kilian@test.de
1000001089;G;Kilian;Otto;Akazienhof;20;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;9700;abcErdgas Komfort (Grundvers.);1T;14T;Otto.Kilian@test.de
1000001089;W;Kilian;Otto;Akazienhof;20;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;51307;abcWasser Ravensburg;K;;Otto.Kilian@test.de
1000001089;W;Kilian;Otto;Akazienhof;20;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;51307;abcWasser Ravensburg;K;;Otto.Kilian@test.de
1000001094;G;Paulus;Ursula;Saubuchtweg;24;52062;Aachen;01.10.2017 00:00;30.11.2017 00:00;99;Vertrag ist endabgerechnet;11892;abcErdgas Komfort (Grundvers.);1T;14T;Ursula.Paulus@test.de
1000001094;G;Paulus;Ursula;Saubuchtweg;24;52062;Aachen;01.10.2017 00:00;30.11.2017 00:00;99;Vertrag ist endabgerechnet;11892;abcErdgas Komfort (Grundvers.);1T;14T;Ursula.Paulus@test.de
1000001094;S;Paulus;Ursula;Aladinweg;16;52062;Aachen;01.06.2012 00:00;;0;Vertrag ist aktiv;18988;abcNaturstrom Haushalt ET Fix Kombi;12M;6W;Ursula.Paulus@test.de
1000001094;S;Paulus;Ursula;Aladinweg;16;52062;Aachen;08.01.2021 00:00;08.01.2021 00:00;99;Vertrag ist endabgerechnet;86762;Für Ihr Vertrauen bedanken wir uns bei Ihnen mit  100 kWh Strom.;K;;Ursula.Paulus@test.de
1000001099;AW;Koller;Willi;Albersweilerweg;27;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;46677;Abwasser Ravensburg;K;;Willi.Koller@test.de
1000001099;AW;Koller;Willi;Albersweilerweg;27;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;46677;Abwasser Ravensburg;K;;Willi.Koller@test.de
1000001099;W;Koller;Willi;Albersweilerweg;27;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;46676;abcWasser Ravensburg;K;;Willi.Koller@test.de
1000001099;W;Koller;Willi;Albersweilerweg;27;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;46676;abcWasser Ravensburg;K;;Willi.Koller@test.de
1000001101;AW;Höhne;Alfred;Savoyenweg;28;52062;Aachen;01.01.2008 00:00;30.11.2022 00:00;99;Vertrag ist endabgerechnet;35537;Abwasser Ravensburg;K;;Alfred.Höhne@test.de
1000001101;AW;Höhne;Alfred;Savoyenweg;28;52062;Aachen;01.01.2008 00:00;30.11.2022 00:00;99;Vertrag ist endabgerechnet;35537;Abwasser Ravensburg;K;;Alfred.Höhne@test.de
1000001101;G;Höhne;Alfred;Savoyenweg;28;52062;Aachen;01.01.2008 00:00;30.11.2022 00:00;99;Vertrag ist endabgerechnet;1953;abcErdgas fix Vorteil Kombi;12M;6W;Alfred.Höhne@test.de
1000001101;S;Höhne;Alfred;Savoyenweg;26;52062;Aachen;12.01.2022 00:00;30.11.2022 00:00;99;Vertrag ist endabgerechnet;103235;abcNaturstrom Haushalt ET Fix Kombi;12M;6W;Alfred.Höhne@test.de
1000001101;S;Höhne;Alfred;Savoyenweg;26;52062;Aachen;12.01.2023 00:00;12.01.2023 00:00;1;Vertrag steht zur Abrechnung bereit;103350;Neukundenbonus;K;;Alfred.Höhne@test.de
1000001101;W;Höhne;Alfred;Savoyenweg;28;52062;Aachen;01.01.2008 00:00;30.11.2022 00:00;99;Vertrag ist endabgerechnet;35536;abcWasser Ravensburg Kombi;K;;Alfred.Höhne@test.de
1000001101;W;Höhne;Alfred;Savoyenweg;28;52062;Aachen;01.01.2008 00:00;30.11.2022 00:00;99;Vertrag ist endabgerechnet;35536;abcWasser Ravensburg Kombi;K;;Alfred.Höhne@test.de
1000001104;AW;Ullmann;Arthur;Schachtelhalmweg;42;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;53071;Abwasser Ravensburg;K;;Arthur.Ullmann@test.de
1000001104;AW;Ullmann;Arthur;Schachtelhalmweg;42;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;53071;Abwasser Ravensburg;K;;Arthur.Ullmann@test.de
1000001104;W;Ullmann;Arthur;Schachtelhalmweg;42;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;53070;abcWasser Ravensburg;K;;Arthur.Ullmann@test.de
1000001104;W;Ullmann;Arthur;Schachtelhalmweg;42;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;53070;abcWasser Ravensburg;K;;Arthur.Ullmann@test.de
1000001105;AW;Jensen;Berta;Albertinenstraße;30;52062;Aachen;01.01.2008 00:00;27.12.2017 00:00;99;Vertrag ist endabgerechnet;43390;Abwasser Ravensburg;K;;Berta.Jensen@test.de
1000001105;AW;Jensen;Berta;Albertinenstraße;30;52062;Aachen;01.01.2008 00:00;27.12.2017 00:00;99;Vertrag ist endabgerechnet;43390;Abwasser Ravensburg;K;;Berta.Jensen@test.de
1000001105;G;Jensen;Berta;Albertinenstraße;30;52062;Aachen;14.02.2017 00:00;27.12.2017 00:00;99;Vertrag ist endabgerechnet;30700;abcErdgas Komfort (Grundvers.);1T;14T;Berta.Jensen@test.de
1000001105;G;Jensen;Berta;Albertinenstraße;30;52062;Aachen;01.01.2008 00:00;27.12.2017 00:00;99;Vertrag ist endabgerechnet;5786;abcErdgas Komfort (Grundvers.);1T;14T;Berta.Jensen@test.de
1000001105;W;Jensen;Berta;Albertinenstraße;30;52062;Aachen;01.01.2008 00:00;27.12.2017 00:00;99;Vertrag ist endabgerechnet;43389;abcWasser Ravensburg;K;;Berta.Jensen@test.de
1000001105;W;Jensen;Berta;Albertinenstraße;30;52062;Aachen;01.01.2008 00:00;27.12.2017 00:00;99;Vertrag ist endabgerechnet;43389;abcWasser Ravensburg;K;;Berta.Jensen@test.de
1000001109;AW;Eckhardt;Clara;Albineaplatz;32;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;48958;Abwasser Ravensburg;K;;Clara.Eckhardt@test.de
1000001109;AW;Eckhardt;Clara;Albineaplatz;32;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;48958;Abwasser Ravensburg;K;;Clara.Eckhardt@test.de
1000001109;W;Eckhardt;Clara;Albineaplatz;32;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;48957;abcWasser Ravensburg;K;;Clara.Eckhardt@test.de
1000001109;W;Eckhardt;Clara;Albineaplatz;32;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;48957;abcWasser Ravensburg;K;;Clara.Eckhardt@test.de
1000001127;AW;Behr;Gerda;Alexanderplatz;42;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;33806;Abwasser Ravensburg;K;;Gerda.Behr@test.de
1000001127;AW;Behr;Gerda;Alexanderplatz;42;52062;Aachen;01.01.2008 00:00;;0;Vertrag ist aktiv;33806;Abwasser Ravensburg;K;;Gerda.Behr@test.de
1000001127;G;Behr;Gerda;Alexanderplatz;42;52062;Aachen;16.04.2022 00:00;;0;Vertrag ist aktiv;105872;abcErdgas fix;12M;6W;Gerda.Behr@test.de
1000001127;G;Behr;Gerda;Alexanderplatz;42;52062;Aachen;16.04.2022 00:00;;0;Vertrag ist aktiv;105872;abcErdgas fix;12M;6W;Gerda.Behr@test.de
1000001127;G;Behr;Gerda;Alexanderplatz;42;52062;Aachen;16.04.2022 00:00;;0;Vertrag ist aktiv;105872;abcErdgas fix;12M;6W;Gerda.Behr@test.de
1000001127;G;Behr;Gerda;Alexanderplatz;42;52062;Aachen;16.04.2022 00:00;;0;Vertrag ist aktiv;105872;abcErdgas fix;12M;6W;Gerda.Behr@test.de
1000001127;G;Behr;Gerda;Alexanderplatz;42;52062;Aachen;16.12.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;59839;abcErdgas Komfort (Grundvers.);1T;;Gerda.Behr@test.de
1000001127;G;Behr;Gerda;Alexanderplatz;42;52062;Aachen;16.12.2017 00:00;31.12.2017 00:00;99;Vertrag ist endabgerechnet;59839;abcErdgas Komfort (Grundvers.);1T;;Gerda.Behr@test.de
